season,conference,adj_off_eff,adj_def_eff,adj_tempo,eff_diff
2019,P12,111.168,103.278,65.5336,7.890000000000001
2019,P12,109.216,101.568,69.4073,7.647999999999996
2016,AE,107.481,98.9433,66.9582,8.537700000000001
2021,BSky,107.67,101.018,72.3499,6.652000000000001
2022,WAC,104.907,96.5349,65.3309,8.372100000000003
2020,SC,,,,
2025,ACC,108.772,100.333,69.4944,8.439000000000007
2019,B12,108.87,101.274,65.876,7.596000000000004
2024,ACC,110.786,103.345,68.4705,7.4410000000000025
2022,CUSA,105.574,98.4337,67.4582,7.140299999999996
2018,B10,116.679,108.754,70.3231,7.924999999999997
2020,WAC,,,,
2015,B12,106.458,97.5313,61.8172,8.926699999999997
2022,MAC,111.256,101.928,68.7289,9.328000000000003
2016,SEC,105.609,96.9576,64.7681,8.651399999999995
2016,MAAC,107.515,98.1107,72.7279,9.404300000000006
2017,OVC,110.428,102.825,67.9084,7.602999999999994
2022,Amer,104.174,96.145,66.7691,8.02900000000001
2015,B10,104.853,96.7683,65.0904,8.084699999999998
2022,P12,101.401,93.2385,67.1827,8.162499999999994
2022,MVC,105.138,96.7023,67.1234,8.435700000000011
2021,BW,102.768,96.1483,66.9807,6.619699999999995
2019,B10,109.081,100.574,70.4007,8.507000000000005
2023,SC,114.2,105.775,68.4584,8.424999999999997
2020,SB,,,,
2024,A10,109.505,101.329,63.6,8.176000000000002
2023,Ivy,109.093,103.527,67.4503,5.5660000000000025
2018,SEC,115.597,107.519,65.7884,8.077999999999989
2015,BE,108.785,100.757,65.4902,8.027999999999992
2024,P12,107.229,99.5204,62.9717,7.708600000000004
2016,BE,107.265,100.238,70.033,7.027000000000001
2020,BE,,,,
2018,Horz,108.17,100.865,68.5285,7.305000000000007
2025,MVC,111.473,104.379,65.5664,7.093999999999994
2018,ACC,111.107,103.102,69.3676,8.004999999999995
2017,WAC,110.052,102.738,67.51,7.314000000000007
2021,BW,100.516,93.8467,67.6685,6.669300000000007
2016,B12,106.366,98.2077,63.9046,8.158299999999997
2022,Amer,108.782,101.255,67.8237,7.527000000000001
2019,A10,107.541,99.2563,64.506,8.2847
2015,ACC,103.846,96.268,61.2864,7.578000000000003
2021,SC,104.118,95.9651,68.4895,8.152899999999988
2018,WAC,111.038,103.119,67.6845,7.918999999999997
2019,WCC,111.676,103.894,70.7241,7.7819999999999965
2021,B10,102.211,93.5534,72.1116,8.657600000000002
2017,A10,108.467,100.653,68.3537,7.813999999999993
2015,ACC,103.034,95.6135,63.4182,7.420500000000004
2023,B10,106.677,99.2085,67.1236,7.468500000000006
2016,A10,113.278,105.854,67.9974,7.424000000000007
2015,Amer,103.022,93.6653,63.4155,9.356700000000004
2024,A10,110.826,103.309,68.3454,7.516999999999996
2019,WCC,105.953,98.0644,66.8039,7.888599999999997
2019,SC,106.538,97.9441,67.4135,8.59389999999999
2024,B10,99.2468,91.7612,67.8185,7.485599999999991
2022,SEC,101.687,94.1502,70.4319,7.5367999999999995
2020,A10,,,,
2017,MWC,108.324,99.846,66.0585,8.477999999999994
2023,SB,108.183,100.444,65.7589,7.739000000000004
2019,CAA,111.465,102.718,66.0293,8.747
2019,BE,109.671,100.92,70.4832,8.751000000000005
2016,CUSA,106.29,100.494,61.2725,5.7960000000000065
2016,P12,107.964,100.036,65.719,7.927999999999997
2018,SC,105.603,98.0734,67.5968,7.529599999999988
2024,CAA,113.737,106.13,69.7742,7.606999999999999
2015,Amer,105.207,97.3594,66.0094,7.8476
2015,MAC,112.949,105.205,66.2619,7.744
2019,SEC,106.904,99.4118,67.2706,7.492199999999997
2016,SB,107.169,99.5414,72.3867,7.627600000000001
2021,OVC,109.519,101.724,71.0482,7.795000000000002
2020,SEC,,,,
2018,SC,109.301,101.88,68.586,7.4210000000000065
2018,BE,109.801,102.858,70.4309,6.942999999999998
2019,CAA,116.264,108.791,67.221,7.472999999999999
2019,Sum,112.063,104.98,70.8677,7.082999999999998
2015,Horz,107.133,100.981,60.2039,6.152000000000001
2020,SEC,,,,
2023,MWC,107.832,99.6122,69.4701,8.219799999999992
2020,MWC,,,,
2023,A10,111.696,104.248,69.326,7.447999999999993
2016,SEC,110.739,103.282,68.8282,7.457000000000008
2019,P12,104.95,98.0905,66.5684,6.859499999999997
2022,Amer,104.492,97.449,67.442,7.043000000000006
2022,CUSA,105.971,98.4421,68.3816,7.528900000000007
2022,MAAC,98.7512,94.4758,65.9614,4.2753999999999905
2018,Pat,109.182,102.368,71.4452,6.814000000000007
2018,CAA,107.928,100.752,66.9742,7.176000000000002
2017,CAA,105.854,98.3449,64.1382,7.509100000000004
2017,SEC,106.387,99.5341,68.8347,6.852900000000005
2017,B10,104.575,97.1508,70.3393,7.424199999999999
2024,A10,111.612,104.163,65.4847,7.448999999999998
2020,MWC,,,,
2017,WAC,97.9547,93.4228,66.2841,4.531900000000007
2024,Ivy,113.127,106.005,71.2624,7.122
2021,A10,104.91,97.1163,69.2463,7.793700000000001
2015,SEC,109.031,101.696,60.192,7.335000000000008
2017,A10,108.771,101.669,69.0438,7.102000000000004
2017,A10,109.014,101.734,68.6349,7.280000000000001
2025,MWC,107.515,100.027,65.6916,7.4879999999999995
2025,SC,115.162,110.231,66.4504,4.931000000000012
2019,Horz,109.235,102.676,67.9179,6.5589999999999975
2016,MAAC,110.602,102.768,71.7927,7.834000000000003
2021,MAC,108.767,100.5,68.7787,8.266999999999996
2018,P12,106.264,99.2555,69.4616,7.008499999999998
2015,BW,105.818,98.9592,63.3775,6.858800000000002
2019,B12,109.05,101.789,70.1799,7.260999999999996
2017,MWC,109.629,103.12,69.3293,6.509
2018,BE,104.75,98.0134,69.8151,6.736599999999996
2015,P12,106.96,99.1687,64.4626,7.791299999999993
2020,Slnd,,,,
2017,CUSA,107.9,100.898,68.4339,7.0020000000000095
2025,SB,107.654,100.778,66.2893,6.875999999999991
2020,MVC,,,,
2018,P12,108.83,101.453,65.5074,7.376999999999995
2021,Sum,110.582,104.936,71.1822,5.645999999999987
2023,MWC,110.689,102.776,62.7281,7.912999999999997
2015,Slnd,102.39,95.1765,64.5117,7.213499999999996
2019,ACC,108.221,100.639,65.07,7.582000000000008
2025,B12,107.715,101.369,71.4246,6.346000000000004
2018,SB,109.045,101.835,66.8969,7.210000000000008
2025,ACC,111.278,104.218,64.6966,7.060000000000002
2025,BE,112.103,105.105,66.2326,6.9979999999999905
2016,BW,107.069,99.3399,66.6704,7.7291000000000025
2019,Amer,108.27,102.253,68.4802,6.016999999999996
2015,BE,104.835,98.0224,63.4573,6.812599999999989
2015,Sum,107.222,101.331,65.4889,5.890999999999991
2016,A10,114.265,107.909,70.154,6.3559999999999945
2022,BE,107.04,100.307,68.6654,6.733000000000004
2020,SEC,,,,
2020,ACC,,,,
2023,SB,106.722,99.9826,70.5406,6.739399999999989
2015,SC,104.909,98.5115,60.5424,6.397500000000008
2025,Amer,116.777,111.285,68.972,5.492000000000004
2019,Amer,102.286,97.249,67.072,5.037000000000006
2016,MWC,107.084,100.385,68.9375,6.698999999999998
2015,WAC,106.825,99.8197,62.9742,7.005300000000005
2015,CUSA,106.236,99.0688,64.2975,7.167200000000008
2016,BW,107.533,101.067,69.7471,6.466000000000008
2018,B10,109.865,103.282,69.8781,6.582999999999998
2017,MAAC,102.57,97.7262,60.6549,4.8437999999999874
2024,P12,110.359,103.939,69.5244,6.420000000000002
2024,AE,107.124,100.147,63.2315,6.97699999999999
2016,SC,107.156,99.7384,66.1763,7.417600000000007
2021,P12,103.334,100.735,65.0621,2.5990000000000038
2025,MAC,113.689,107.109,71.3708,6.579999999999998
2018,B12,110.162,103.597,68.903,6.565000000000012
2018,CUSA,109.328,103.944,74.8308,5.384
2018,MWC,113.687,107.029,71.2869,6.658000000000001
2018,BSky,107.414,101.286,71.2362,6.128
2017,Amer,105.362,98.6309,64.8976,6.731099999999998
2023,MVC,110.562,103.174,70.6045,7.387999999999991
2023,SB,108.035,100.724,68.5381,7.310999999999993
2018,MWC,111.747,105.229,72.3123,6.518000000000001
2024,WAC,105.258,100.72,66.712,4.537999999999997
2024,Amer,113.683,107.402,67.7969,6.281000000000006
2020,ACC,,,,
2019,BE,109.238,101.72,71.9013,7.518000000000001
2017,MVC,108.89,102.394,65.6278,6.495999999999995
2023,WCC,110.127,103.183,68.623,6.943999999999988
2019,ACC,105.122,98.0319,66.8542,7.090100000000007
2018,SEC,111.487,104.959,70.0073,6.527999999999992
2017,MWC,104.855,98.9428,68.2824,5.912199999999999
2023,Amer,106.816,100.302,66.29,6.513999999999996
2025,WAC,107.814,100.591,71.4362,7.222999999999999
2022,Amer,106.558,100.617,67.2911,5.9410000000000025
2021,MAC,106.036,98.6252,70.0418,7.410799999999995
2019,SB,108.409,102.007,73.0261,6.402000000000001
2015,ACC,104.984,98.7229,65.6678,6.261099999999999
2018,CUSA,109.533,104.06,67.6314,5.472999999999999
2020,ACC,,,,
2019,P12,108.419,102.535,72.3673,5.884
2017,BE,109.153,102.631,73.1847,6.522000000000006
2016,WAC,103.37,96.8714,67.6197,6.49860000000001
2022,ACC,104.952,99.6061,67.7213,5.3459
2023,Amer,110.238,103.934,73.1046,6.304000000000002
2023,BW,107.743,100.453,69.554,7.289999999999992
2015,MWC,107.531,101.201,64.8677,6.3300000000000125
2019,WAC,109.005,101.831,68.3512,7.173999999999992
2017,MAC,112.886,106.959,65.5453,5.9269999999999925
2015,MAAC,113.177,107.07,69.0971,6.1070000000000135
2019,MAC,108.185,102.01,70.3289,6.174999999999997
2022,P12,105.452,99.0955,65.6835,6.356499999999997
2020,CAA,,,,
2020,BW,,,,
2016,WAC,103.135,97.4598,65.2274,5.675200000000004
2023,MAC,109.979,103.507,65.3479,6.471999999999994
2020,MVC,,,,
2021,Amer,103.269,97.5408,70.9835,5.728200000000001
2015,BW,111.833,105.484,62.7416,6.349000000000004
2025,MVC,109.834,104.025,64.9463,5.8089999999999975
2020,OVC,,,,
2022,SEC,105.887,99.8737,65.0824,6.013300000000001
2022,Ivy,111.662,105.573,66.6906,6.089000000000013
2018,Amer,108.591,102.415,67.2034,6.175999999999988
2017,Amer,107.08,101.023,68.304,6.057000000000002
2015,A10,100.904,94.7291,63.8985,6.174899999999994
2015,MEAC,103.489,97.9195,59.1179,5.569500000000005
2015,WCC,103.924,97.0372,62.7033,6.886800000000008
2015,BW,108.363,101.907,62.0098,6.456000000000003
2019,A10,102.575,96.3024,66.0798,6.272599999999997
2019,Amer,111.979,106.805,64.8657,5.173999999999992
2016,SB,110.054,105.04,70.1544,5.013999999999996
2019,MAC,99.793,93.7022,66.015,6.0908000000000015
2024,SEC,110.021,104.21,70.7173,5.811000000000007
2023,CUSA,107.972,103.37,60.4671,4.60199999999999
2025,ACC,107.679,100.539,68.5441,7.140000000000001
2015,P12,99.5604,93.7175,60.2928,5.8429
2017,Horz,103.801,98.9016,71.8903,4.8994
2023,P12,105.825,99.4408,69.2257,6.384200000000007
2019,P12,114.207,108.812,66.2264,5.394999999999996
2017,P12,104.775,98.9579,68.2786,5.817100000000011
2019,OVC,104.877,99.4222,67.5005,5.454799999999992
2023,WAC,112.317,106.325,65.1541,5.99199999999999
2023,WCC,110.035,103.713,67.075,6.322000000000003
2017,Horz,106.689,100.293,66.8467,6.395999999999987
2025,B10,109.062,104.031,67.6098,5.030999999999992
2016,Ivy,111.788,107.244,64.7558,4.543999999999997
2020,Ivy,,,,
2023,MWC,112.275,105.87,66.1486,6.405000000000001
2020,ACC,,,,
2018,Amer,99.2351,93.4351,64.3928,5.799999999999997
2023,WAC,110.151,104.515,71.9191,5.635999999999996
2023,BW,111.335,104.693,64.9567,6.641999999999996
2015,MWC,104.478,98.0741,58.648,6.403899999999993
2024,WCC,109.771,104.166,69.0506,5.605000000000004
2024,SC,109.23,103.551,66.7777,5.679000000000002
2015,MAC,104.892,98.6939,63.3348,6.198099999999997
2017,MAC,105.574,99.8969,70.2802,5.677099999999996
2015,ACC,107.308,101.877,63.1031,5.431000000000012
2020,CUSA,,,,
2024,MVC,109.203,103.661,66.6265,5.542000000000002
2020,Sum,,,,
2019,WAC,108.062,101.847,67.5565,6.215000000000003
2018,Slnd,104.983,99.4206,71.1416,5.562400000000011
2020,Amer,,,,
2020,P12,,,,
2023,BSky,105.36,99.6121,66.4692,5.747900000000001
2019,P12,103.274,98.1537,69.7863,5.1203
2024,MVC,109.358,104.016,71.1659,5.341999999999999
2021,A10,105.658,99.5008,72.0136,6.157200000000003
2021,WCC,103.15,98.2605,67.2587,4.889500000000012
2015,CAA,111.394,105.584,68.2953,5.810000000000002
2024,CAA,108.498,103.163,65.6151,5.335000000000008
2019,CUSA,101.929,96.3508,64.2892,5.578199999999995
2018,P12,105.412,99.7361,67.7413,5.675900000000013
2018,MAC,114.058,109.116,68.4196,4.942000000000007
2015,A10,104.901,99.4965,64.1737,5.404499999999999
2021,BE,102.766,96.8449,64.8811,5.92110000000001
2021,MVC,102.561,96.9816,67.171,5.579400000000007
2017,SC,107.279,101.972,65.4669,5.307000000000002
2015,MVC,104.841,101.225,64.9683,3.6159999999999997
2019,Ivy,104.799,100.296,67.3207,4.503
2024,BSth,115.896,110.498,68.5222,5.397999999999996
2023,AE,109.778,104.357,64.6048,5.4210000000000065
2025,CAA,112.281,107.139,65.3115,5.14200000000001
2024,WAC,109.109,104.199,70.9761,4.909999999999997
2016,Horz,112.092,107.007,65.8714,5.084999999999994
2020,MAC,,,,
2015,MAC,105.767,98.6136,63.3369,7.153399999999991
2023,Pat,112.963,107.67,67.8783,5.292999999999992
2015,P12,103.736,98.6052,65.0677,5.130800000000008
2019,ACC,101.801,95.8885,66.6464,5.9125000000000085
2015,CAA,107.892,103.071,63.0556,4.820999999999998
2017,B10,105.076,99.9162,67.9612,5.15979999999999
2022,B10,107.258,101.952,65.004,5.305999999999997
2022,P12,104.278,98.8722,69.3907,5.405799999999999
2019,CUSA,104.857,99.5857,67.5919,5.2712999999999965
2016,MWC,103.134,98.1761,72.997,4.957899999999995
2018,CAA,109.887,105.153,64.6463,4.733999999999995
2015,MAC,106.097,101.615,61.1548,4.481999999999999
2015,CAA,113.211,108.167,63.6177,5.043999999999997
2016,MWC,108.209,103.296,70.8727,4.912999999999997
2016,CUSA,108.719,103.579,68.0854,5.140000000000001
2018,A10,105.763,100.747,70.4744,5.016000000000005
2021,Amer,102.184,97.6645,65.8059,4.519499999999994
2024,OVC,108.991,103.522,64.2339,5.468999999999994
2019,Horz,105.938,101.604,64.9762,4.334000000000003
2025,ACC,110.654,105.354,61.0964,5.299999999999997
2022,SC,106.561,101.544,64.1314,5.01700000000001
2018,B10,108.973,103.976,69.7864,4.997
2019,BE,110.725,104.367,69.367,6.35799999999999
2021,SEC,103.667,98.7468,74.8991,4.920200000000008
2021,BSky,106.995,103.053,72.162,3.9420000000000073
2021,Ivy,107.109,101.689,68.2275,5.420000000000002
2017,ASun,109.563,104.547,65.2507,5.016000000000005
2023,CUSA,106.492,102.352,66.9436,4.140000000000001
2023,ACC,110.389,105.932,67.483,4.456999999999994
2018,MWC,105.921,100.807,73.5044,5.114000000000004
2025,A10,107.352,102.322,66.889,5.030000000000001
2017,ACC,112.876,107.227,70.2288,5.649000000000001
2015,P12,108.221,103.299,65.0272,4.921999999999997
2019,Amer,104.647,100.415,68.6702,4.231999999999999
2019,SB,107.886,102.289,69.8602,5.596999999999994
2020,Amer,,,,
2023,SC,103.504,98.5725,65.9792,4.9315
2019,MWC,103.734,98.694,66.5072,5.039999999999992
2017,BSth,107.594,101.842,68.0312,5.751999999999995
2022,CUSA,106.821,101.937,68.4689,4.884
2018,ACC,103.961,98.9358,66.1029,5.025199999999998
2021,Sum,108.656,107.44,71.7646,1.2160000000000082
2025,CUSA,109.281,105.356,64.7588,3.9250000000000114
2019,BSth,108.672,104.225,64.3313,4.447000000000003
2019,CUSA,106.516,100.098,64.671,6.418000000000006
2019,A10,101.97,96.8019,63.7948,5.1680999999999955
2024,ACC,102.844,98.6046,64.2049,4.239399999999989
2024,B12,109.02,103.69,67.0147,5.329999999999998
2022,A10,105.993,101.289,64.7144,4.7039999999999935
2016,ACC,106.784,102.328,71.3526,4.456000000000003
2019,CAA,108.338,103.28,65.2629,5.057999999999993
2018,MVC,108.516,103.926,65.4461,4.590000000000003
2017,Ivy,106.603,101.766,66.9201,4.836999999999989
2015,ACC,105.9,101.348,67.7679,4.552000000000007
2017,WCC,103.282,97.8234,68.6648,5.45859999999999
2021,A10,101.942,96.3825,69.1846,5.5595
2020,Pat,,,,
2023,BE,102.451,98.4607,65.5365,3.9902999999999906
2023,BSky,111.545,107.46,68.4619,4.085000000000008
2020,WCC,,,,
2020,Sum,,,,
2023,Amer,107.288,102.722,66.0451,4.5660000000000025
2024,CAA,113.35,108.516,65.2276,4.833999999999989
2016,CUSA,103.144,99.21,67.5556,3.9340000000000117
2024,Amer,108.736,104.023,62.3509,4.713000000000008
2016,MVC,103.538,99.3289,67.152,4.209099999999992
2024,MAC,106.985,102.05,65.9084,4.935000000000002
2019,Pat,110.038,105.751,66.3489,4.286999999999992
2022,MWC,107.112,101.746,70.1106,5.366
2020,MVC,,,,
2018,WAC,102.4,96.902,69.04,5.498000000000005
2024,P12,108.981,104.49,68.4041,4.491
2020,MVC,,,,
2023,SEC,106.761,101.726,66.1271,5.034999999999997
2015,B10,99.1525,94.5183,63.0933,4.634200000000007
2015,B10,107.398,102.749,59.4897,4.649000000000001
2019,ACC,107.524,102.219,67.1682,5.305000000000007
2022,ACC,104.015,100.535,64.8346,3.480000000000004
2018,MVC,103.326,99.0539,62.6277,4.272099999999995
2017,BSth,106.436,101.809,70.9519,4.6270000000000095
2025,SB,107.379,103.279,63.0525,4.1000000000000085
2024,MVC,109.308,104.783,64.3859,4.525000000000006
2022,Pat,108.276,104.059,67.2561,4.216999999999999
2022,WAC,103.018,98.395,65.7171,4.623000000000005
2021,SC,106.344,101.706,66.1789,4.637999999999991
2024,ACC,108.945,105.161,67.4721,3.783999999999992
2022,Amer,102.171,97.8695,66.2112,4.301500000000004
2025,ACC,111.292,106.617,67.4902,4.674999999999997
2020,A10,,,,
2019,MAC,110.256,105.37,70.8371,4.885999999999996
2022,OVC,103.921,99.2034,64.67,4.7176000000000045
2020,BSky,,,,
2018,BW,111.909,107.219,66.6292,4.690000000000012
2019,OVC,110.619,106.718,68.8562,3.9009999999999962
2017,SC,106.657,102.069,65.3898,4.587999999999994
2024,A10,105.577,101.304,65.5257,4.272999999999996
2020,Amer,,,,
2025,MAC,105.397,102.751,66.05,2.646000000000001
2015,MWC,107.09,102.58,63.1771,4.510000000000005
2015,AE,102.546,98.3657,63.1533,4.180300000000003
2017,CAA,105.431,101.119,67.8305,4.311999999999998
2025,WAC,106.74,102.225,67.931,4.515000000000001
2016,AE,106.485,102.297,65.9133,4.188000000000002
2017,MAAC,110.197,106.195,70.4839,4.0020000000000095
2017,Pat,107.192,103.388,69.5381,3.803999999999988
2024,CAA,108.315,104.029,64.4267,4.286000000000001
2020,P12,,,,
2019,MVC,104.181,100.032,62.3185,4.149000000000001
2015,A10,106.025,101.764,66.7777,4.26100000000001
2025,ACC,110.342,105.933,68.1274,4.408999999999992
2025,SC,113.636,109.479,64.0307,4.1569999999999965
2016,CAA,98.3595,94.0612,63.7571,4.298299999999998
2020,SB,,,,
2019,Ivy,103.968,99.6865,66.7183,4.281500000000008
2025,ASun,111.94,107.033,66.5257,4.9069999999999965
2023,ASun,106.304,102.661,68.5425,3.6430000000000007
2016,MAC,108.308,104.282,68.8439,4.0260000000000105
2019,SEC,105.819,101.639,68.2639,4.180000000000007
2025,BW,109.064,103.966,72.2625,5.097999999999999
2025,Amer,112.323,107.875,68.7239,4.447999999999993
2015,WCC,101.591,95.5138,63.0775,6.077199999999991
2021,SC,103.074,98.8195,65.6963,4.254499999999993
2018,MVC,104.533,100.759,65.7438,3.774000000000001
2020,MAC,,,,
2023,BW,104.955,100.405,64.8285,4.549999999999997
2025,CUSA,109.091,104.808,68.238,4.282999999999987
2017,Amer,108.389,104.181,66.9778,4.207999999999998
2025,SC,112.515,108.102,70.8857,4.412999999999997
2016,B10,106.74,102.588,67.9878,4.152000000000001
2016,MWC,99.4286,96.5218,71.0492,2.906800000000004
2024,P12,103.934,100.174,69.0579,3.759999999999991
2019,MAC,102.291,98.209,70.1499,4.081999999999994
2020,SB,,,,
2025,WCC,111.605,107.725,70.5069,3.8800000000000097
2022,BE,102.581,98.8651,63.7592,3.715900000000005
2022,CAA,108.694,105.357,68.9132,3.3370000000000033
2022,WAC,103.026,98.0854,68.8666,4.940599999999989
2020,SB,,,,
2024,B10,110.504,106.683,67.3757,3.820999999999998
2025,A10,106.263,100.632,64.3076,5.631
2022,ASun,105.166,101.324,65.2022,3.8419999999999987
2016,OVC,104.868,102.092,64.6583,2.7759999999999962
2022,P12,107.616,103.669,66.0731,3.9470000000000027
2025,BE,109.624,105.285,66.8809,4.338999999999999
2020,SEC,,,,
2019,WCC,103.569,100.15,62.7031,3.418999999999997
2025,A10,109.299,104.161,67.3213,5.138000000000005
2024,WAC,108.907,106.067,66.4594,2.8400000000000034
2016,Horz,108.225,104.236,76.1219,3.98899999999999
2023,MVC,111.549,107.466,68.3948,4.083000000000013
2022,MVC,102.923,98.8622,62.0463,4.0608
2019,MVC,106.981,102.659,69.0274,4.3219999999999885
2023,Ivy,110.321,107.177,66.9577,3.1439999999999912
2019,MAC,108.815,104.94,65.771,3.875
2024,Horz,108.595,105.778,66.6611,2.816999999999993
2024,SB,107.198,103.471,69.6177,3.7269999999999897
2024,BW,111.867,107.333,65.3173,4.534000000000006
2018,Ivy,103.553,99.8577,68.8538,3.695300000000003
2015,BW,104.648,100.785,68.648,3.8629999999999995
2025,ACC,107.555,103.776,65.204,3.7790000000000106
2018,BSky,109.523,105.799,65.5733,3.7239999999999895
2020,B10,,,,
2025,BSky,112.016,107.998,68.6944,4.018000000000001
2019,SB,102.046,97.6794,65.0052,4.366600000000005
2016,MAAC,108.274,103.717,69.7553,4.557000000000002
2022,MAC,106.151,102.661,62.0745,3.489999999999995
2021,MAC,107.193,102.016,70.4258,5.1769999999999925
2022,ACC,102.612,100.04,66.9622,2.5719999999999885
2022,ACC,109.154,106.6,66.8886,2.554000000000002
2025,MVC,112.311,108.932,70.5295,3.379000000000005
2021,P12,101.942,102.19,71.3204,-0.24800000000000466
2023,CAA,108.164,104.669,64.9349,3.4950000000000045
2015,SB,104.954,102.141,69.5785,2.812999999999988
2016,OVC,113.09,109.724,71.6503,3.3659999999999997
2016,WAC,105.553,101.295,69.0507,4.257999999999996
2016,BSth,103.529,99.3166,70.1811,4.212400000000002
2022,CUSA,106.269,102.372,67.2468,3.8970000000000056
2018,ASun,108.292,104.875,71.2364,3.4170000000000016
2015,OVC,105.241,101.528,63.0159,3.712999999999994
2023,A10,108.597,104.616,68.2369,3.9809999999999945
2020,Horz,,,,
2023,SB,104.835,101.273,67.9159,3.5619999999999976
2019,BSky,107.36,103.814,66.5497,3.5460000000000065
2025,CUSA,108.866,105.171,64.407,3.694999999999993
2017,CUSA,100.678,97.1761,60.969,3.501899999999992
2016,SB,106.946,103.587,65.6148,3.3589999999999947
2024,SB,113.599,110.283,67.8178,3.3160000000000025
2022,MAC,107.273,103.614,70.945,3.658999999999992
2020,SB,,,,
2021,SC,106.203,102.467,68.0215,3.736000000000004
2018,SB,105.842,102.416,72.7842,3.426000000000002
2023,Horz,112.945,109.389,68.0073,3.5559999999999974
2017,MWC,106.387,103.122,68.7435,3.2650000000000006
2022,WAC,102.991,99.3582,69.9104,3.632800000000003
2023,BW,102.057,98.201,64.7704,3.8560000000000088
2025,A10,107.992,103.342,66.749,4.650000000000006
2015,BSky,112.165,109.197,67.9604,2.9680000000000035
2015,MVC,104.855,102.219,60.2417,2.63600000000001
2016,CAA,106.897,103.393,65.1741,3.504000000000005
2015,AE,106.463,103.431,60.7359,3.0319999999999965
2022,A10,99.3154,96.2763,67.1721,3.0390999999999906
2021,AE,105.495,101.877,66.6864,3.618000000000009
2025,Ivy,114.898,111.514,70.8582,3.3840000000000003
2020,Sum,,,,
2015,AE,102.277,98.9634,63.5833,3.313600000000008
2025,Sum,113.602,110.145,67.7907,3.457000000000008
2016,MWC,110.972,107.906,66.9474,3.0659999999999883
2019,MWC,107.064,103.843,65.3505,3.2209999999999894
2023,WAC,105.469,102.273,69.2759,3.195999999999998
2015,WCC,109.238,104.41,63.9813,4.828000000000003
2017,SC,107.765,104.15,66.4688,3.614999999999995
2021,BW,103.771,101.843,63.9325,1.9279999999999973
2021,OVC,100.165,96.2694,65.5948,3.8956000000000017
2018,BW,104.729,101.128,66.4714,3.600999999999999
2016,Sum,112.102,108.327,69.2705,3.7750000000000057
2022,MAC,104.513,100.648,67.3507,3.865000000000009
2022,BW,99.7729,96.1302,65.1048,3.642700000000005
2018,MAAC,107.802,104.329,68.6964,3.473000000000013
2020,BSky,,,,
2020,OVC,,,,
2016,WCC,106.118,102.766,67.4081,3.3519999999999897
2016,B12,101.543,98.0437,69.5269,3.499300000000005
2022,BW,105.554,101.999,65.5011,3.555000000000007
2017,MAC,105.274,102.162,71.2767,3.1119999999999948
2021,BSky,107.88,105.85,70.1881,2.030000000000001
2021,CUSA,103.174,100.407,68.1453,2.76700000000001
2017,A10,108.555,103.977,68.4538,4.578000000000003
2023,MAC,110.852,107.44,68.4298,3.412000000000006
2015,BW,103.644,100.413,64.8981,3.2310000000000088
2016,MAC,105.541,102.83,71.9828,2.7109999999999985
2017,SB,106.403,103.11,67.2191,3.2930000000000064
2022,SEC,104.096,101.058,65.5121,3.0379999999999967
2022,WAC,100.152,97.0288,70.3976,3.123199999999997
2022,SB,105.79,102.803,63.6513,2.987000000000009
2018,B10,99.4501,96.5073,65.9633,2.9428000000000054
2018,WCC,104.017,100.056,66.8296,3.9609999999999985
2021,ACC,102.111,98.6242,68.0699,3.4868000000000023
2021,SEC,101.69,98.7964,64.6398,2.893599999999992
2023,AE,107.783,105.148,68.8597,2.635000000000005
2025,CUSA,107.016,103.897,70.2596,3.1189999999999998
2015,CUSA,104.585,101.758,64.4025,2.826999999999998
2024,Horz,108.152,105.157,68.8277,2.9950000000000045
2019,SB,112.344,109.23,66.2694,3.11399999999999
2019,CUSA,104.698,101.744,65.2807,2.9539999999999935
2025,MVC,111.87,109.91,65.7,1.960000000000008
2025,Horz,106.969,104.883,67.7646,2.0859999999999985
2024,CUSA,105.553,102.49,75.1434,3.0630000000000024
2022,BSky,104.531,100.723,67.294,3.808000000000007
2022,B10,105.887,102.951,71.0448,2.936000000000007
2023,BE,107.877,105.611,68.7921,2.265999999999991
2020,MWC,,,,
2023,SC,109.278,106.335,68.363,2.943000000000012
2018,Horz,101.068,98.251,68.2124,2.816999999999993
2015,MWC,101.279,98.1807,61.7894,3.0982999999999947
2017,P12,111.844,109.24,69.8814,2.603999999999999
2016,MVC,106.741,104.39,69.2534,2.350999999999999
2021,BE,97.6582,94.2667,70.9075,3.3914999999999935
2018,MVC,99.4854,96.8294,65.653,2.6559999999999917
2018,MVC,106.375,103.712,66.555,2.6629999999999967
2021,Sum,102.923,101.177,64.904,1.7459999999999951
2021,B12,104.265,101.802,66.9319,2.462999999999994
2020,WCC,,,,
2025,CUSA,104.287,101.346,64.7808,2.9410000000000025
2017,WCC,105.524,102.372,62.5222,3.152000000000001
2017,MWC,103.402,102.059,73.4579,1.3430000000000035
2024,Amer,110.825,108.003,72.6229,2.8220000000000027
2022,CAA,106.849,104.566,66.6342,2.2830000000000013
2018,BSky,108.344,104.864,66.1275,3.4799999999999898
2018,MAAC,110.261,107.388,70.6965,2.8729999999999905
2021,Amer,101.242,98.7861,68.9471,2.4558999999999997
2024,CUSA,109.132,106.42,64.5105,2.7120000000000033
