season,conference,adj_off_eff,adj_def_eff,adj_tempo,eff_diff
2023,Amer,103.33,104.2,69.6222,-0.8700000000000045
2016,BSth,103.851,103.986,66.4012,-0.13500000000000512
2016,ASun,113.956,114.699,70.1271,-0.742999999999995
2022,SB,100.214,100.98,68.2275,-0.7660000000000053
2021,BSth,104.502,105.268,66.9812,-0.7660000000000053
2022,SB,101.843,102.657,69.5053,-0.813999999999993
2022,SC,105.206,106.256,68.9554,-1.0499999999999972
2023,SC,108.179,109.21,68.4938,-1.0309999999999917
2023,ASun,105.016,106.216,66.3494,-1.1999999999999886
2015,MAAC,102.332,103.75,66.1126,-1.4180000000000064
2019,Ivy,98.658,99.662,67.4584,-1.0040000000000049
2017,A10,102.256,103.193,68.316,-0.9369999999999976
2025,CUSA,110.297,111.265,67.5503,-0.9680000000000035
2024,CUSA,98.4111,99.5974,69.6688,-1.1862999999999886
2024,BSth,106.932,108.018,66.862,-1.0859999999999985
2020,Slnd,,,,
2020,BSky,,,,
2025,Amer,106.849,107.944,66.5839,-1.0949999999999989
2023,WAC,105.697,106.822,69.2955,-1.125
2019,Slnd,105.877,106.76,65.9883,-0.8830000000000098
2024,BW,102.364,103.166,67.053,-0.8019999999999925
2021,CUSA,101.721,102.861,68.3991,-1.1400000000000006
2020,MAAC,,,,
2020,Amer,,,,
2016,SWAC,106.451,107.981,67.6175,-1.5300000000000011
2022,SC,107.961,109.172,65.2463,-1.2109999999999985
2022,A10,111.974,113.333,68.9418,-1.3589999999999947
2022,Pat,95.384,96.7487,64.586,-1.3646999999999991
2018,MAAC,103.927,105.0,69.9683,-1.0729999999999933
2017,MAAC,108.35,109.976,69.5641,-1.6260000000000048
2015,Pat,107.423,108.794,60.3918,-1.3709999999999951
2021,SB,99.2249,100.713,62.7698,-1.4880999999999887
2017,BSky,108.701,110.118,66.7291,-1.4170000000000016
2020,BSth,,,,
2019,SB,106.509,107.692,71.9409,-1.1829999999999927
2023,MEAC,100.922,102.15,67.9006,-1.2280000000000086
2023,WCC,105.413,106.164,72.2332,-0.7510000000000048
2015,BSky,101.844,104.11,63.8483,-2.2660000000000053
2015,MAC,102.503,103.311,62.2751,-0.8080000000000069
2019,MVC,101.118,102.279,64.2357,-1.1610000000000014
2015,ASun,104.275,104.191,62.8962,0.08400000000000318
2017,Sum,110.782,112.116,67.0521,-1.3340000000000032
2017,Sum,110.782,112.116,67.0521,-1.3340000000000032
2016,SB,99.4969,101.1,64.7839,-1.6030999999999977
2022,NEC,104.211,105.162,72.1799,-0.9510000000000076
2022,Horz,103.073,104.46,67.3379,-1.3870000000000005
2018,BSth,104.811,105.743,63.2072,-0.931999999999988
2021,Ivy,101.907,102.781,68.3795,-0.8740000000000094
2015,Horz,102.742,104.22,67.1744,-1.4779999999999944
2020,CUSA,,,,
2020,CUSA,,,,
2023,MAAC,104.204,105.723,69.6955,-1.5190000000000055
2023,A10,104.39,105.897,69.3322,-1.507000000000005
2015,MAAC,100.106,101.801,63.3556,-1.6950000000000074
2022,SWAC,98.1424,99.4749,67.6207,-1.3325000000000102
2017,CAA,111.049,112.358,67.515,-1.3089999999999975
2023,SB,104.756,106.001,63.6457,-1.2450000000000045
2016,MAC,106.129,107.414,67.1955,-1.2849999999999966
2023,WAC,105.903,107.338,69.2174,-1.434999999999988
2023,WCC,108.333,109.209,69.6066,-0.8760000000000048
2019,MWC,107.419,108.648,66.9193,-1.2289999999999992
2020,SB,,,,
2017,Horz,101.898,103.189,73.7049,-1.2909999999999968
2015,NEC,102.327,103.869,65.0415,-1.5420000000000016
2019,BSth,109.067,111.014,67.6282,-1.9470000000000027
2021,NEC,103.686,103.97,73.5938,-0.2839999999999918
2019,BSth,107.895,109.781,65.2551,-1.88600000000001
2022,MVC,105.347,106.546,67.9168,-1.1990000000000123
2022,MAAC,100.075,102.351,64.2017,-2.2759999999999962
2017,Sum,107.558,109.096,66.6617,-1.5379999999999967
2017,Amer,97.0692,98.251,66.8068,-1.1818000000000097
2015,SC,104.217,105.398,59.6931,-1.1809999999999974
2019,ASun,101.116,102.402,66.448,-1.2860000000000014
2019,WAC,99.262,99.6347,70.0964,-0.3726999999999947
2025,Ivy,105.298,106.682,66.4348,-1.3840000000000003
2022,Ivy,103.629,105.372,71.6332,-1.742999999999995
2022,SB,99.0712,99.8706,66.7474,-0.7993999999999915
2020,CUSA,,,,
2023,Horz,104.369,105.147,65.9837,-0.7780000000000058
2019,Horz,102.833,106.457,73.5063,-3.6239999999999952
2018,P12,108.782,110.222,68.2517,-1.4399999999999977
2023,Horz,104.435,105.906,71.2876,-1.4710000000000036
2019,MAC,98.5949,100.124,69.0961,-1.5290999999999997
2025,MEAC,107.141,108.669,66.3293,-1.5279999999999916
2018,Slnd,103.593,105.197,73.4761,-1.6039999999999992
2023,MEAC,107.461,108.937,65.3052,-1.475999999999999
2023,BSky,100.473,101.827,65.2096,-1.3539999999999992
2022,CUSA,101.134,102.892,64.195,-1.7579999999999956
2017,P12,104.367,106.389,67.488,-2.0219999999999914
2016,BE,103.802,106.404,66.8407,-2.6019999999999897
2016,SC,106.237,107.348,63.2147,-1.1110000000000042
2016,MAC,103.49,105.024,68.0524,-1.534000000000006
2015,Pat,101.965,103.866,56.5784,-1.9009999999999962
2017,Pat,101.362,103.444,69.5645,-2.082000000000008
2023,CAA,101.185,103.148,63.6711,-1.9629999999999939
2020,AE,,,,
2023,CUSA,107.453,110.685,69.8818,-3.2319999999999993
2015,MAAC,99.3685,101.391,59.9205,-2.022500000000008
2015,P12,108.587,110.284,66.9109,-1.6970000000000027
2016,MVC,99.5001,101.712,64.9253,-2.2119
2022,ACC,99.3943,102.21,63.8881,-2.8156999999999925
2025,NEC,99.7232,101.484,65.7469,-1.760799999999989
2020,Slnd,,,,
2025,ASun,108.11,108.79,65.1649,-0.6800000000000068
2019,Horz,107.293,109.408,68.4997,-2.114999999999995
2019,A10,105.182,106.911,68.4008,-1.7289999999999992
2022,SC,105.778,107.585,64.6032,-1.806999999999988
2019,MWC,103.911,105.512,72.6568,-1.600999999999999
2019,WCC,101.79,103.64,66.1489,-1.8499999999999943
2023,Horz,111.63,113.462,67.2638,-1.8320000000000078
2020,MAAC,,,,
2018,BSth,105.756,108.277,69.099,-2.521000000000001
2015,AE,99.9302,101.684,63.5296,-1.7537999999999982
2024,MVC,102.648,104.434,63.6156,-1.7860000000000014
2024,SB,100.639,102.437,66.3282,-1.7980000000000018
2016,Amer,101.766,103.755,67.8517,-1.98899999999999
2022,Horz,103.693,106.281,67.588,-2.588000000000008
2018,OVC,105.23,107.535,68.7758,-2.3049999999999926
2025,ACC,105.385,107.174,66.7109,-1.7890000000000015
2021,MAAC,99.7014,101.495,66.501,-1.7935999999999979
2015,ASun,101.443,102.26,63.7776,-0.8170000000000073
2019,Horz,103.844,106.405,68.4399,-2.561000000000007
2023,A10,101.16,103.169,65.6627,-2.0090000000000003
2018,MAC,106.536,108.823,67.7811,-2.286999999999992
2015,MEAC,104.275,106.569,64.3595,-2.293999999999997
2019,WAC,100.733,102.154,67.1668,-1.4209999999999923
2022,Horz,101.132,103.201,64.091,-2.0689999999999884
2025,BW,109.537,111.113,74.4165,-1.5759999999999934
2017,SB,106.541,106.779,68.6543,-0.23799999999999955
2015,SEC,101.676,103.581,61.7204,-1.9050000000000011
2015,WCC,105.705,107.06,60.8569,-1.355000000000004
2017,BSky,105.965,108.423,66.553,-2.4579999999999984
2023,Sum,107.828,109.631,66.0801,-1.8029999999999973
2015,Pat,112.691,114.45,64.3104,-1.7590000000000003
2025,MAAC,99.8679,102.023,64.4191,-2.1550999999999902
2016,P12,103.697,105.456,68.7435,-1.7590000000000003
2016,SC,106.068,107.967,65.2635,-1.899000000000001
2021,BW,100.954,104.198,67.1551,-3.2439999999999998
2015,BSth,106.371,109.167,65.0356,-2.7960000000000065
2025,CAA,103.929,105.98,62.9428,-2.051000000000002
2020,CAA,,,,
2019,Sum,106.513,108.792,71.494,-2.2789999999999964
2025,Amer,106.299,108.6,65.2776,-2.3009999999999877
2025,Slnd,104.566,107.351,66.9188,-2.7849999999999966
2024,Amer,102.57,104.736,66.7706,-2.166000000000011
2024,SEC,105.162,107.496,65.564,-2.333999999999989
2021,CUSA,103.798,106.194,69.5909,-2.396000000000001
2019,AE,108.313,110.55,66.5261,-2.2369999999999948
2025,ASun,109.628,111.355,67.5631,-1.7270000000000039
2015,BSky,107.717,110.735,61.5906,-3.0180000000000007
2024,ACC,105.248,108.264,69.7271,-3.015999999999991
2024,WCC,108.23,110.811,64.5887,-2.581000000000003
2025,BSky,105.272,107.308,65.7994,-2.0360000000000014
2019,SWAC,103.973,108.477,74.4982,-4.504000000000005
2024,Horz,103.21,105.525,68.0003,-2.315000000000012
2025,MWC,103.556,105.538,64.5753,-1.9819999999999993
2024,Slnd,100.918,102.092,68.765,-1.1739999999999924
2024,Amer,103.044,105.241,70.4421,-2.1970000000000027
2019,BSky,102.163,104.6,66.3238,-2.4369999999999976
2016,NEC,100.156,102.627,65.6734,-2.4709999999999894
2020,MAC,,,,
2023,ACC,105.208,108.035,68.7389,-2.826999999999998
2023,BSth,99.0122,101.578,66.2324,-2.565799999999996
2024,A10,101.209,103.648,68.6033,-2.438999999999993
2015,B10,98.2165,100.685,64.6432,-2.468500000000006
2025,Amer,107.184,109.63,69.8617,-2.445999999999998
2024,Ivy,104.402,106.635,67.1425,-2.233000000000004
2021,BSky,98.0064,101.859,66.0296,-3.8525999999999954
2024,Amer,104.895,107.278,64.8964,-2.3830000000000098
2023,ASun,107.192,109.795,70.0494,-2.6030000000000086
2025,MVC,105.585,108.326,67.8895,-2.7409999999999997
2016,SEC,101.492,103.823,71.7524,-2.330999999999989
2020,MWC,,,,
2022,ASun,108.229,110.611,61.9093,-2.382000000000005
2023,AE,104.982,107.822,72.0417,-2.8400000000000034
2022,CUSA,104.976,107.525,65.3523,-2.5490000000000066
2022,Ivy,98.8765,101.333,64.582,-2.4565000000000055
2018,Ivy,105.663,108.114,64.4662,-2.4510000000000076
2024,WAC,102.888,105.941,63.5153,-3.0529999999999973
2021,CAA,105.896,107.884,68.3524,-1.9879999999999995
2024,BE,110.201,113.282,66.5443,-3.081000000000003
2023,MAAC,106.292,108.881,65.0952,-2.5889999999999986
2023,MAAC,102.298,104.964,66.89,-2.665999999999997
2015,SB,102.816,105.533,69.3631,-2.7169999999999987
2017,CUSA,103.832,106.316,65.9743,-2.484000000000009
2025,MEAC,102.604,105.004,69.1463,-2.4000000000000057
2023,SB,100.375,102.99,66.7343,-2.614999999999995
2020,NEC,,,,
2024,OVC,106.975,109.172,68.6472,-2.1970000000000027
2025,ACC,113.476,115.978,67.424,-2.5019999999999953
2017,OVC,107.086,109.782,68.5733,-2.695999999999998
2024,SC,107.479,110.082,65.4893,-2.6029999999999944
2021,MWC,99.8941,101.773,66.0541,-1.8789000000000016
2018,A10,103.751,106.445,65.7579,-2.6939999999999884
2020,SC,,,,
2018,BW,106.516,108.726,71.7448,-2.2099999999999937
2020,CUSA,,,,
2016,Pat,104.554,107.375,67.7913,-2.820999999999998
2018,MAC,100.799,103.883,71.2564,-3.083999999999989
2024,MVC,100.896,103.569,68.1225,-2.673000000000002
2016,Amer,103.034,105.719,67.0916,-2.684999999999988
2022,Ivy,100.485,103.387,67.2499,-2.902000000000001
2022,WCC,106.133,108.37,65.7771,-2.237000000000009
2022,MVC,103.081,105.349,64.9861,-2.2680000000000007
2017,MVC,99.5074,102.248,69.5922,-2.7406000000000006
2023,CUSA,102.912,106.476,70.1207,-3.563999999999993
2019,Horz,100.361,103.567,69.8766,-3.205999999999989
2020,MAAC,,,,
2015,CAA,104.401,107.311,63.7554,-2.910000000000011
2024,A10,106.02,108.765,66.5255,-2.7450000000000045
2025,SB,109.401,112.392,65.9006,-2.9909999999999997
2016,B10,101.325,103.875,68.4034,-2.549999999999997
2020,WAC,,,,
2022,Slnd,101.508,104.507,69.6443,-2.9990000000000094
2023,MAC,104.207,106.81,72.2014,-2.6030000000000086
2018,MAC,99.4139,102.01,66.6484,-2.596100000000007
2015,Pat,105.043,108.302,63.8126,-3.2590000000000003
2021,MVC,99.8282,102.666,66.4638,-2.8378000000000014
2015,Ivy,96.2835,99.3203,63.9697,-3.0367999999999995
2017,Sum,106.93,109.656,69.205,-2.725999999999999
2019,MAAC,106.514,109.593,70.5217,-3.0790000000000077
2015,Pat,99.3363,102.343,65.9623,-3.0067000000000093
2025,MVC,109.023,112.27,72.1846,-3.247
2025,MAC,106.04,109.147,70.2576,-3.1069999999999993
2019,WAC,106.683,109.198,67.8059,-2.5149999999999864
2024,Horz,107.789,110.151,67.2285,-2.3619999999999948
2023,A10,100.905,103.906,70.6197,-3.0010000000000048
2024,CAA,105.747,108.51,67.7366,-2.7630000000000052
2025,Horz,102.114,105.394,69.1705,-3.280000000000001
2016,CUSA,105.463,108.591,70.249,-3.128
2016,SC,101.571,104.18,68.7764,-2.609000000000009
2020,Pat,,,,
2022,MAAC,100.346,104.126,64.1276,-3.780000000000001
2022,MAAC,100.711,104.325,66.0826,-3.6140000000000043
2021,MVC,96.5234,99.1734,67.2727,-2.6500000000000057
2015,MWC,102.4,105.016,64.6189,-2.6159999999999997
2025,MAC,105.303,108.39,67.1339,-3.0870000000000033
2025,ASun,101.716,103.15,67.3897,-1.4340000000000117
2025,Amer,103.487,106.294,68.2342,-2.807000000000002
2024,A10,111.387,114.243,69.2802,-2.8559999999999945
2016,Sum,102.826,105.634,60.7962,-2.808000000000007
2022,ASun,104.335,107.422,69.6685,-3.0870000000000033
2022,BSth,101.276,105.486,66.4147,-4.210000000000008
2018,WAC,104.36,106.684,67.2898,-2.323999999999998
2021,AE,97.4886,100.22,66.7023,-2.7313999999999936
2017,A10,96.9756,99.9214,64.1672,-2.9458000000000055
2023,BSky,107.939,110.88,66.8877,-2.9410000000000025
2024,CUSA,102.015,104.905,64.693,-2.8900000000000006
2017,AE,108.369,110.592,70.4524,-2.222999999999999
2017,CUSA,99.7102,102.699,66.1778,-2.9887999999999977
2024,MAAC,98.5891,100.911,63.953,-2.3218999999999994
2016,OVC,108.362,110.935,69.359,-2.5730000000000075
2022,Sum,104.839,107.326,65.5593,-2.4869999999999948
2020,Horz,,,,
2015,A10,102.51,105.316,63.7867,-2.8059999999999974
2019,BW,103.474,106.506,66.203,-3.0319999999999965
2017,OVC,106.716,109.822,68.53,-3.1060000000000088
2019,SC,103.518,106.119,66.6596,-2.600999999999999
2019,Pat,101.788,104.919,66.4126,-3.1310000000000002
2015,MWC,107.788,110.527,61.3939,-2.7390000000000043
2018,Horz,100.165,103.911,65.6731,-3.745999999999995
2023,B10,102.563,105.852,65.8528,-3.2890000000000015
2023,P12,100.311,103.201,63.7283,-2.8899999999999864
2019,Sum,106.552,109.751,64.7859,-3.198999999999998
2020,Ivy,,,,
2018,Ivy,104.05,107.229,68.7887,-3.179000000000002
2015,Sum,104.309,108.178,64.6098,-3.8689999999999998
2024,BSky,109.357,112.185,69.8928,-2.828000000000003
2025,OVC,101.848,105.136,68.8249,-3.2879999999999967
2025,BSth,108.994,112.059,68.0976,-3.0649999999999977
2016,BSky,111.453,114.642,68.8342,-3.188999999999993
2016,A10,101.087,104.717,67.7398,-3.6299999999999955
2020,SB,,,,
2022,Ivy,106.264,109.671,67.5303,-3.4070000000000107
2021,Slnd,99.9346,103.786,71.8668,-3.851399999999998
2021,WCC,96.8859,100.864,70.4715,-3.9780999999999977
2017,MAAC,99.258,102.821,68.9391,-3.5630000000000024
2025,Ivy,100.139,103.441,70.9197,-3.3020000000000067
2018,OVC,97.8314,101.199,65.5805,-3.367599999999996
2020,NEC,,,,
2023,Slnd,106.022,109.127,66.6787,-3.1049999999999898
2015,MEAC,104.189,107.796,63.9745,-3.6070000000000135
2019,A10,106.768,109.999,65.8149,-3.2309999999999945
2018,Slnd,103.383,105.803,65.622,-2.4200000000000017
2016,Amer,97.6659,101.053,67.5682,-3.3871000000000038
2019,CUSA,101.856,105.109,77.3827,-3.253
2019,MVC,101.043,104.547,66.5836,-3.5039999999999907
2023,A10,109.163,112.487,69.0606,-3.323999999999998
2016,BSky,98.7371,102.207,71.5595,-3.4698999999999955
2022,WAC,99.9548,103.027,62.9781,-3.072199999999995
2020,BW,,,,
2018,BW,99.5787,102.705,67.8091,-3.1263000000000005
2020,WCC,,,,
2024,A10,107.286,110.645,69.6554,-3.3589999999999947
2023,MEAC,103.701,106.914,68.9681,-3.213000000000008
2025,BE,98.7309,102.154,64.428,-3.423099999999991
2019,SB,105.935,109.544,71.4297,-3.6089999999999947
2021,Pat,98.657,100.922,68.4317,-2.2650000000000006
2022,BSth,100.831,104.728,62.3151,-3.8969999999999914
2022,Sum,100.422,103.417,67.2643,-2.9950000000000045
2015,A10,101.529,104.868,65.1687,-3.3389999999999986
2017,Pat,99.653,103.43,64.13,-3.777000000000001
2017,MAC,98.8712,102.38,66.6751,-3.5087999999999937
2025,MVC,105.797,109.663,67.9799,-3.8659999999999997
2016,OVC,107.204,110.793,72.1201,-3.589000000000013
2022,SWAC,96.7993,100.497,69.8349,-3.6976999999999975
2021,MVC,98.6159,102.0,69.2834,-3.3841000000000037
2023,BE,103.949,108.294,68.9433,-4.344999999999999
2015,CUSA,101.581,104.985,61.7097,-3.4039999999999964
2015,CUSA,105.989,109.522,65.6837,-3.5330000000000013
2024,BW,106.347,109.692,67.2327,-3.344999999999999
2016,ASun,101.97,106.573,69.153,-4.602999999999994
2018,A10,104.905,108.458,66.2143,-3.5529999999999973
2017,SB,102.466,105.253,67.8916,-2.787000000000006
2024,BSth,102.368,105.837,69.3221,-3.4690000000000083
2023,Sum,104.599,107.674,68.145,-3.075000000000003
2016,Pat,99.1249,102.815,64.8007,-3.690100000000001
2016,WCC,107.065,110.809,70.4361,-3.7439999999999998
2017,MAAC,100.742,104.621,72.1132,-3.8789999999999907
2016,BW,107.276,110.858,66.244,-3.582000000000008
2018,Pat,105.332,109.443,66.2209,-4.111000000000004
2018,Slnd,102.142,105.806,67.5922,-3.6640000000000015
2025,CAA,107.387,110.388,65.0619,-3.0010000000000048
2025,BSky,100.529,103.994,68.4026,-3.4650000000000034
2024,WAC,101.509,105.696,68.4072,-4.186999999999998
2022,BSky,107.827,111.325,69.5465,-3.4980000000000047
2025,Ivy,103.115,106.761,65.7533,-3.646000000000001
2021,A10,102.065,105.03,68.8432,-2.9650000000000034
2021,WAC,100.035,104.585,70.5242,-4.549999999999997
2015,Amer,100.997,104.549,63.9115,-3.5520000000000067
2020,CUSA,,,,
2023,BSky,107.66,111.186,69.6122,-3.5260000000000105
2023,SEC,103.718,107.138,64.3469,-3.4200000000000017
2025,CAA,103.615,107.315,67.2906,-3.700000000000003
2019,P12,105.898,110.208,70.4586,-4.310000000000002
2024,A10,106.678,110.478,68.6288,-3.799999999999997
2022,BSky,103.997,107.898,69.305,-3.9009999999999962
2018,Slnd,102.129,106.658,66.634,-4.528999999999996
2015,BSth,106.351,110.791,67.134,-4.439999999999998
2015,Horz,102.632,106.533,64.1696,-3.9009999999999962
2015,SWAC,103.049,106.918,62.9114,-3.8689999999999998
2022,SEC,106.807,110.862,68.4919,-4.054999999999993
2021,A10,101.394,104.638,72.3153,-3.2439999999999998
2017,BSth,99.4097,103.319,62.6608,-3.9093000000000018
2023,MVC,103.169,106.575,67.752,-3.406000000000006
2017,OVC,106.914,110.755,67.2028,-3.840999999999994
2021,SB,100.12,104.218,71.2585,-4.097999999999999
2017,NEC,98.9775,103.211,66.8082,-4.233499999999992
2025,BSth,105.933,109.795,68.9737,-3.8619999999999948
2016,Sum,99.6846,103.765,68.4163,-4.080399999999997
2016,WCC,106.708,110.791,71.7354,-4.082999999999998
2022,Pat,105.753,109.117,65.0823,-3.3640000000000043
2018,MAAC,110.586,114.112,73.3076,-3.5259999999999962
2021,Sum,95.4797,100.384,62.8767,-4.904300000000006
2019,MVC,100.993,105.132,68.7752,-4.13900000000001
2020,BW,,,,
2024,ASun,107.036,110.897,68.6805,-3.861000000000004
2024,MVC,103.084,106.729,68.4611,-3.644999999999996
2025,BSky,105.866,109.676,65.9776,-3.8100000000000023
2024,Slnd,104.496,108.063,68.1589,-3.5670000000000073
2024,SC,104.432,108.439,66.011,-4.006999999999991
2017,SWAC,103.622,107.286,68.4526,-3.6640000000000015
2024,Ivy,109.365,113.215,65.3985,-3.8500000000000085
2024,Sum,101.356,105.225,66.4945,-3.8689999999999998
2018,SB,103.761,107.814,70.0171,-4.052999999999997
2018,A10,106.751,110.778,66.3658,-4.027000000000001
2015,MAC,102.239,105.999,64.3734,-3.759999999999991
2024,MAAC,97.0725,100.911,64.6772,-3.8384999999999962
2025,ASun,106.222,109.507,68.3756,-3.285000000000011
2017,MWC,100.167,104.495,70.6269,-4.328000000000003
2016,MAAC,104.729,107.352,71.1806,-2.6230000000000047
2021,MVC,105.657,109.627,62.2967,-3.969999999999999
2022,CUSA,106.253,110.491,67.4769,-4.2379999999999995
2018,SB,102.108,106.185,67.7749,-4.076999999999998
2018,CUSA,105.745,110.633,65.408,-4.887999999999991
2019,SWAC,101.53,105.838,70.961,-4.307999999999993
2024,NEC,96.8801,100.89,67.313,-4.009900000000002
2025,MAAC,102.043,106.056,71.5596,-4.012999999999991
2017,AE,101.98,105.946,65.7439,-3.965999999999994
2022,BW,98.3768,102.076,67.0256,-3.6991999999999905
2021,BSky,98.7154,104.167,68.5642,-5.451599999999999
2021,CAA,96.7933,100.407,66.7757,-3.6136999999999944
2019,BW,98.8923,102.33,69.6992,-3.4376999999999924
2018,Sum,103.105,106.924,66.4442,-3.8190000000000026
2019,NEC,106.184,110.432,66.7742,-4.248000000000005
2021,Horz,104.178,107.345,64.9806,-3.1670000000000016
2017,Pat,98.4957,103.105,60.334,-4.609300000000005
2017,BSky,101.182,106.537,66.4699,-5.355000000000004
2020,SWAC,,,,
2020,Slnd,,,,
2023,WCC,110.612,114.411,68.7758,-3.7990000000000066
2024,OVC,106.588,110.685,72.7869,-4.097000000000008
2024,BW,104.789,108.8,66.9591,-4.010999999999996
2016,SB,104.658,109.031,68.5868,-4.373000000000005
2016,OVC,104.29,109.41,66.3158,-5.11999999999999
2022,ASun,104.796,109.169,66.1074,-4.3729999999999905
2022,SB,98.293,102.085,65.058,-3.7919999999999874
2017,MVC,98.3675,102.673,67.522,-4.305499999999995
2021,BW,97.3343,102.581,69.4925,-5.246700000000004
2015,SC,102.701,107.097,67.3759,-4.396000000000001
2020,WAC,,,,
2024,SB,105.768,109.891,67.8883,-4.123000000000005
2023,A10,103.418,107.767,67.8014,-4.3489999999999895
2025,CAA,103.711,107.844,65.4965,-4.132999999999996
2015,BW,98.1155,102.254,65.0455,-4.138500000000008
2025,Horz,109.457,114.121,67.3994,-4.6640000000000015
2018,MAAC,102.399,106.606,70.4743,-4.206999999999994
2018,MAC,102.398,107.026,68.6241,-4.628
2015,A10,108.189,112.28,67.0473,-4.091000000000008
2022,MAAC,98.9953,104.188,66.7699,-5.192700000000002
2018,Slnd,106.065,109.695,72.6483,-3.6299999999999955
2015,Sum,102.817,107.593,64.9945,-4.7760000000000105
2025,WCC,106.361,110.594,69.0389,-4.23299999999999
2016,BE,97.0555,102.37,72.0267,-5.3145000000000095
2016,SB,99.1327,103.635,63.5,-4.502300000000005
2022,WAC,99.1925,103.411,67.5289,-4.218500000000006
2020,MAC,,,,
2020,Amer,,,,
2021,SWAC,98.9834,105.038,71.9846,-6.0545999999999935
2020,BSky,,,,
2015,Amer,99.4835,103.583,62.7277,-4.099499999999992
2019,MAAC,101.257,105.767,73.771,-4.509999999999991
2024,MEAC,103.373,108.625,66.4301,-5.251999999999995
2017,BW,97.8508,102.603,68.4821,-4.752199999999988
2017,WAC,102.436,107.827,70.7659,-5.390999999999991
2022,A10,99.4866,104.026,68.7883,-4.5394000000000005
2020,BSth,,,,
2020,MVC,,,,
2020,MAAC,,,,
2023,BSth,105.032,109.8,64.331,-4.768000000000001
2019,ASun,101.328,106.002,67.827,-4.673999999999992
2021,MEAC,100.613,104.355,67.6936,-3.7420000000000044
2020,Sum,,,,
2025,OVC,101.884,106.201,65.8175,-4.316999999999993
2024,ASun,110.263,114.367,66.1635,-4.103999999999999
2025,WAC,97.6324,102.097,69.3532,-4.46459999999999
2019,Ivy,101.77,106.251,67.437,-4.481000000000009
2015,Sum,105.454,110.364,56.9662,-4.910000000000011
2025,CAA,101.591,106.143,65.8074,-4.552000000000007
2020,BSky,,,,
2025,CAA,97.912,102.409,63.5905,-4.497
2019,WCC,99.7551,104.245,64.9223,-4.489900000000006
2024,Horz,107.886,112.509,70.0439,-4.623000000000005
2024,SB,104.46,108.929,68.1726,-4.469000000000008
2016,Slnd,102.102,106.164,66.9918,-4.061999999999998
2022,Ivy,97.9228,102.73,67.0397,-4.807200000000009
2019,Slnd,103.06,107.629,68.1336,-4.569000000000003
2025,AE,100.097,104.51,65.8848,-4.413000000000011
2015,NEC,98.9961,103.597,62.444,-4.600899999999996
2019,SB,102.98,107.47,66.194,-4.489999999999995
2020,Ivy,,,,
2021,SB,99.3998,103.738,65.6825,-4.3382000000000005
2021,BSth,102.947,107.217,64.2288,-4.269999999999996
2022,A10,98.9959,103.799,67.111,-4.803100000000001
2019,Ivy,103.363,108.006,65.712,-4.643000000000001
2023,Horz,103.076,107.712,72.0374,-4.63600000000001
2022,MVC,98.5978,103.052,69.1036,-4.4542
2022,CAA,102.592,107.85,68.7604,-5.257999999999996
2020,Horz,,,,
2020,BW,,,,
2023,BSky,103.907,108.385,62.4515,-4.478000000000009
2024,BSky,103.308,107.21,68.7924,-3.901999999999987
2024,WCC,106.178,110.928,67.2836,-4.75
2024,MAAC,102.972,107.329,67.8885,-4.356999999999999
2018,NEC,107.492,111.2,68.0926,-3.7079999999999984
2023,SC,99.6631,104.538,64.555,-4.874899999999997
2015,MVC,98.0834,103.432,62.011,-5.348600000000005
2025,Slnd,102.578,107.823,63.9481,-5.24499999999999
2025,Slnd,105.991,112.572,64.1497,-6.581000000000003
2025,A10,102.307,106.432,70.2312,-4.125
2019,CAA,103.309,107.96,68.4839,-4.650999999999996
2018,AE,102.66,107.465,66.4118,-4.805000000000007
2020,NEC,,,,
2015,Amer,103.39,107.991,60.9575,-4.600999999999999
2023,ASun,109.879,114.792,68.0144,-4.912999999999997
2019,MVC,97.9219,102.837,65.0801,-4.91510000000001
2016,BSky,98.4475,102.846,65.6666,-4.3984999999999985
2020,Pat,,,,
2020,SB,,,,
2018,MAAC,99.6527,104.492,65.7365,-4.839300000000009
2021,WAC,97.8029,104.092,69.0481,-6.289100000000005
2017,OVC,100.072,104.931,68.4805,-4.858999999999995
2015,OVC,99.0563,104.79,61.9031,-5.733700000000013
2024,Ivy,102.107,106.865,67.3715,-4.757999999999996
2023,MVC,105.732,110.179,66.7991,-4.447000000000003
2015,NEC,97.9632,103.032,62.1327,-5.068799999999996
2024,MAAC,103.669,108.216,66.9148,-4.546999999999997
2025,OVC,99.1152,104.17,66.8956,-5.0548
2016,Sum,105.856,110.706,70.4987,-4.8500000000000085
2016,CUSA,102.234,107.375,71.5947,-5.141000000000005
2021,OVC,103.905,108.644,67.0697,-4.739000000000004
2019,Ivy,99.0461,103.678,67.5458,-4.631900000000002
2022,MAAC,102.673,108.516,68.6773,-5.8430000000000035
2022,WCC,96.8089,101.208,65.4851,-4.399100000000004
2018,BSth,104.711,110.369,67.9112,-5.658000000000001
2018,MAAC,95.946,100.774,62.5653,-4.828000000000003
2020,MAC,,,,
2025,PL,102.723,107.618,67.2206,-4.894999999999996
2021,Pat,96.9588,101.297,68.7173,-4.3382000000000005
2017,Slnd,104.766,109.011,69.9645,-4.24499999999999
2019,BSth,99.1309,104.648,63.5399,-5.517099999999999
2018,OVC,98.8518,103.99,70.8651,-5.138199999999998
